Story,Area,Code,Definition of Done,Dependencies,Epic,Exit Criteria,Horizon,Legacy Source,Order,Prefix,Priority,Repo Evidence,Source GDD,Spec State,Status,Summary,System Area,Theme,Type,Wave
"Map full institution, rite, office, and custom content across Continuity bands so the complete game can deliver a culturally distinct house progression instead of a generic unlock ladder.",Sanctum,V2-CONTINUITY-005,"Backlog covers institution, rite, office, and custom mapping across Continuity bands plus their dependencies and blocker logic.","V2-CONTINUITY-003, V2-CONTINUITY-004, V2-SANCTUM-009, V2-PROG-012",House Growth Completion,The complete game can express a culturally differentiated house across the full Continuity arc.,Full Game,None,730,CONTINUITY,P2,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,"Echoes vNext Working GDD V2 sections 21.5 and 21.6: full institution, rite, office, and custom content mapping across Continuity bands remains later completion work.",Open,Draft,"Preserve the final house-shape content mapping work as part of the complete-game backlog, not as lost design residue.",SANCTUM / BOND / VOW / VOICE,Continuity,New,Full Game
"Expand crafting and research beyond the minimal baseline into broader recipe, project, and upgrade breadth so making and shaping can support the complete game.",Economy / Support,V2-ECONOMY-005,"Backlog covers wider crafting ladders, more projects, broader recipe sets, and research-like shaping work beyond the first crafted item.","V2-ECONOMY-003, V2-ECONOMY-004, V2-ITEM-004",Economy Expansion,The complete game can support deeper making without overloading the foundation loop.,Post-Foundation,None,550,ECONOMY,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/economy/http://EconomyService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,Echoes vNext Working GDD V2 section 22.5: crafting and research breadth beyond minimal hooks is post-foundation expansion.,Open,Superseded,Preserve the deeper crafting and research layer as the next economy-growth expansion beyond simple early making.,ECONOMY / EMOTION / COMBAT,Economy,New,Expansion
"Expand the Sanctum into a multi-zone growth model so house travel, distributed spaces, and larger spatial identity can support the complete game.",Sanctum,V2-SANCTUM-010,"Backlog covers multiple house zones, movement between them, and spatial growth dependencies beyond the foundation house shell.","V2-SANCTUM-008, V2-SANCTUM-009",House Growth Expansion,Sanctum expansion can scale spatially without breaking the earlier institution and pulse work.,Post-Foundation,None,570,SANCTUM,P2,/Users/jeffreygyamfi/Sites/echoes-vnext/ui/sanctum/http://SanctumSpatialRenderer.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/ui/shells/http://SanctumShell.gd,Echoes vNext Working GDD V2 section 22.5: multi-zone Sanctum growth is post-foundation expansion.,Open,Superseded,Move from a single readable house shell into a broader spatial Sanctum over time.,SANCTUM / BOND / VOW / VOICE,Sanctum Life,New,Expansion
Turn mythic recognition into a full rite and departure-pressure layer so high-end Echo growth can culminate in consequential recognition rather than only scaffolded tracking.,Echo Progression,V2-PROG-012,"Recognition can culminate in rites, redirection, failure states, and departure pressure that materially affect the house and roster.","V2-PROG-011, V2-WEAVE-006, V2-CONTINUITY-003",High-End Person Shaping,High-end Echo growth has a real climax instead of only a tracked threshold.,Post-Foundation,None,590,PROG,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,Echoes vNext Working GDD V2 sections 21.6 and 22.5: mythic recognition rites and departure pressure are post-foundation expansion.,Mostly Locked,Superseded,Move from recognition scaffolding to real mythic culmination pressure.,PROG,Callings,New,Expansion
"Add claimed and named gear arcs so equipment can become emotionally charged, lightly personalized, and memorable without breaking shared-house transfer rules.",Echo Progression,V2-ITEM-007,"The system can support named or claimed gear events, light mechanical effects, and stronger emotional surfacing without hard ownership by default.","V2-ITEM-003, V2-BOND-002",Late Economy and Making,Late-game equipment can carry memory and attachment without becoming a locked paper-doll system.,Post-Foundation,None,570,PROG,P2,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,Echoes vNext Working GDD V2 section 19.8: claimed gear and emotional attachment are real future structure beyond baseline transferability.,Open,Superseded,Let gear carry attachment and identity after the foundational loadout system is stable.,PROG,Skill Families,New,Expansion
"Expand the Thread reserve into a real multi-Thread strategy layer so the player manages competing recovery opportunities, reserve pressure, and sequencing instead of only one-thread decisions.",Echo Progression,V2-WEAVE-005,"Reserve logic supports multiple active choices, sequencing pressure, and meaningful tradeoffs between stored Threads without collapsing into hidden clutter.","V2-WEAVE-003, V2-WEAVE-004",Post-Foundation Weave,Post-foundation Weave play can create real portfolio decisions across Threads.,Post-Foundation,None,500,WEAVE,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,Echoes vNext Working GDD V2 section 22.5: full multi-Thread reserve strategy is explicitly post-foundation expansion.,Mostly Locked,Superseded,Turn reserve management from a single-thread seam into a broader strategic layer after foundation proof is stable.,WEAVE,Threads,New,Expansion
Replace the weakest provisional Standing-9 names with the final high-end naming set while preserving the locked Standing-9 structure.,Echo Progression,V2-PROG-014,The backlog and data seams identify where provisional Standing-9 names are replaced while the lattice structure stays intact.,"V2-PROG-007, V2-PROG-012",High-End Person Shaping,Late calling progression can ship with final names rather than placeholders.,Full Game,None,510,PROG,P2,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/http://calling-reference.md; /Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,"Echoes vNext Working GDD V2 section 21.6: Standing-9 structure is locked, but weak provisional names still need replacement.",Open,Draft,Preserve the naming cleanup as later backlog work instead of leaving the high-end lattice half-finished.,PROG,Callings,New,Full Game
Expand the vow set into fuller doctrine families and longer-run overlays so later runs can carry stronger cultural identity and sharper Keeper promises than the foundation vow set allows.,Sanctum,V2-VOW-003,"The backlog and data seams cover broader vow families, longer-run overlays, and stronger cultural differentiation across runs.","V2-VOW-002, V2-SANCTUM-010",Long-Form House Growth,Late-game vows can shape house doctrine more deeply than the starter set.,Post-Foundation,VOW-003,660,VOW,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/sanctum/http://VowService.gd,"Echoes vNext Working GDD V2: the foundation includes only a small vow set, while the complete game wants broader doctrine identity.",Mostly Locked,Draft,Preserve the larger doctrine system as later scope rather than compressing it into the foundation cutline.,SANCTUM / BOND / VOW / VOICE,Vows,New,Expansion
"Expand distortion into a broader family spread with contamination, omen unease, and future instability so post-foundation Weave play can carry longer shadow consequences.",Echo Progression,V2-WEAVE-007,"Distortion states can be stored, surfaced, and fed back into Sanctum, rites, and actor behavior with distinct family-level expression.","V2-WEAVE-006, V2-PROG-010",Post-Foundation Weave,"Post-foundation instability is systemic, not only narrative flavor.",Post-Foundation,None,520,WEAVE,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,Echoes vNext Working GDD V2 section 22.5: full distortion family spread remains post-foundation expansion.,Mostly Locked,Superseded,"Turn foundation foreshadowing into a real distortion system with families, consequences, and longer-term pressure.",WEAVE,Rite,New,Expansion
"Expand directives beyond the starter pair so post-foundation Realm play can express more aggressive, risky, interpretive, and doctrine-shaped stances.",Realm / Tactical,V2-DIRECTIVE-003,"Directive data and runtime can support additional stance families with distinct risk, intel, and behavioral implications.","V2-DIRECTIVE-001, V2-DIRECTIVE-002",Post-Foundation Venture Depth,Post-foundation venture play can express a richer Keeper intent layer than simple safer-versus-deeper scouting.,Post-Foundation,DIRECTIVE-004,620,DIRECTIVE,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/directives/http://DirectiveService.gd,"Echoes vNext Working GDD V2: the starter pair is enough for foundation, but not for the complete game.",Mostly Locked,Draft,Open the wider directive space only after the first stance pair is stable and meaningful.,DIRECTIVE / INTEL / STAGE,Directives,New,Expansion
"Expand crafting and research beyond the minimal foundation hook into a fuller making, upgrading, and discovery layer without exploding into recipe bloat.",Economy / Support,V2-ECONOMY-005,"The backlog and data seams cover wider recipes, research or project depth, and longer upgrade paths while still respecting restrained item philosophy.","V2-ECONOMY-004, V2-ECONOMY-003, V2-ITEM-004",Late Economy and Making,Late economy can support long-form making without deforming foundation pacing.,Post-Foundation,None,560,ECONOMY,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,Echoes vNext Working GDD V2 section 22.5: crafting and research breadth beyond minimal hooks is post-foundation.,Mostly Locked,Draft,Preserve the later making-game without stuffing it into the foundation slice.,ECONOMY / EMOTION / COMBAT,Economy,New,Expansion
"Add the visible support-state layer for Faith, Harmony, and Favor so later house life can expose softer social and cultural condition states without turning them into currencies.",Sanctum,V2-SANCTUM-012,"Backlog and data seams exist for Faith, Harmony, and Favor as visible support states that can influence outcomes and atmosphere without acting like currencies.","V2-SANCTUM-004, V2-SANCTUM-005",Long-Form House Growth,Late Sanctum life can expose softer cultural support states beyond pulse alone.,Post-Foundation,None,650,SANCTUM,P2,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,Echoes vNext Working GDD V2: later house depth benefits from support-state layers that affect atmosphere and outcomes without becoming wallets.,Open,Superseded,Preserve the softer house-condition layer as post-foundation social support depth.,SANCTUM / BOND / VOW / VOICE,Sanctum Life,New,Expansion
"Deepen the Weaving Rite into contested, multi-outcome resolution so Partially Integrate, Distort, and broader consequence branches become real systems instead of deferred notes.",Echo Progression,V2-WEAVE-006,"Rite flow supports broader outcomes, stronger failure states, and contested resolution logic that still remains legible to the player.","V2-WEAVE-002, V2-WEAVE-004, V2-PROG-011",Post-Foundation Weave,The Weaving Rite becomes a deep progression event rather than a reduced foundation gate.,Post-Foundation,None,510,WEAVE,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,Echoes vNext Working GDD V2 sections 20.17 and 22.5: contested Weaving Rite depth remains real future structure beyond the reduced foundation cutline.,Mostly Locked,Superseded,Move the Rite from reduced foundation outcomes to the fuller contested resolution model.,WEAVE,Rite,New,Expansion
"Build out the fuller relic and remembrance economy so found relics, death-formed remembrance artifacts, and rare catalyst-level crafting can coexist coherently.",Economy / Support,V2-ITEM-008,"Relics, remembrance items, and rare catalyst uses have coherent sourcing, rarity, and economy interaction rules.","V2-ITEM-005, V2-ECONOMY-005",Late Economy and Making,Late-game item identity includes relic and remembrance depth without corrupting the core loot loop.,Full Game,None,580,ECONOMY,P2,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,"Echoes vNext Working GDD V2 sections 19.5-19.10: relics and remembrance become a richer late economy, but should not destabilize ordinary loot logic.",Open,Draft,Preserve the larger relic and remembrance loop as full-game structure rather than forcing it into foundation.,ECONOMY / EMOTION / COMBAT,Economy,New,Full Game
"Deepen jobs, pillars, offices, and duty politics so house governance, role friction, and institutional maturity become real post-foundation play instead of simple duty assignment.",Sanctum,V2-SANCTUM-010,"Offices, duties, and house politics create escalating social and institutional pressure beyond the first assignable-job layer.","V2-SANCTUM-006, V2-SANCTUM-007, V2-SANCTUM-005",Long-Form House Growth,"Post-foundation Sanctum life includes governance and office tension, not just ambient routines.",Post-Foundation,None,540,SANCTUM,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,"Echoes vNext Working GDD V2 section 22.5: deep Sanctum jobs, pillars, and office politics are post-foundation expansion.",Mostly Locked,Superseded,Grow the house from first jobs into a real governance and labor system.,SANCTUM / BOND / VOW / VOICE,Sanctum Life,New,Expansion
Add tactical pre-positioning and mid-battle Keeper guidance expansions so later combat can deepen agency without abandoning the non-command fantasy.,Economy / Support,V2-COMBAT-004,The backlog and runtime seams support pre-positioning and limited mid-battle guidance without collapsing the identity-guidance fantasy into direct unit control.,"V2-COMBAT-001, V2-COMBAT-002",Post-Foundation Venture Depth,Later combat can grow more expressive and tactical without betraying the core fantasy.,Post-Foundation,COMBAT-004,630,COMBAT,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/combat/http://CombatState.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/state/flow/states/venture/http://FlowEncounterState.gd,Echoes vNext Working GDD V2 section 22.5: tactical pre-positioning and mid-battle guidance expansions should remain later than foundation proof.,Mostly Locked,Superseded,Deepen Keeper influence in combat after the foundation pressure model is trustworthy.,ECONOMY / EMOTION / COMBAT,Combat,New,Expansion
"Expand Continuity into the full institution tree and house-shape differentiation so the Sanctum’s culture, unlock path, and long-term identity diverge meaningfully across runs.",Sanctum,V2-CONTINUITY-003,"Continuity can map to differentiated institution trees, customs, blockers, and house-shape variations across runs or long campaigns.","V2-CONTINUITY-001, V2-SANCTUM-007",Long-Form House Growth,Late-game Sanctums feel culturally distinct instead of following one narrow growth line.,Post-Foundation,None,530,CONTINUITY,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,Echoes vNext Working GDD V2 sections 21.5 and 22.5: full Continuity institution tree and house-shape differentiation are later than foundation proof.,Mostly Locked,Draft,Move beyond early unlock candidates into the full cultural growth spine of the house.,SANCTUM / BOND / VOW / VOICE,Continuity,New,Expansion
"Expand Realm variety, spirit or contact depth, and non-enemy encounter content so post-foundation runs can carry broader pressure textures than the first foundation set.",Realm / Tactical,V2-STAGE-006,"Backlog and data seams cover richer Realm variety, more spirit or contact content, and deeper non-enemy encounter structures.","V2-STAGE-003, V2-STAGE-004, V2-DIRECTIVE-003",Post-Foundation Venture Depth,Post-foundation venture content can expand in breadth without rewriting the stage spine.,Post-Foundation,REALM-005,640,STAGE,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/realms/http://RealmGenerator.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/state/flow/states/venture,"Echoes vNext Working GDD V2: broader spirit contact, Realm variety, and richer stage pressure belong to later depth beyond foundation proof.",Mostly Locked,Draft,Keep the later stage-expansion promise visible without forcing it into the first shippable slice.,DIRECTIVE / INTEL / STAGE,Stages,New,Expansion
"Deepen social voice into requests, negotiation, disagreement, and relationship-shaped interpretation so later house life can surface richer personhood without handing voice control of the sim.",Narrative / Content,V2-VOICE-002,"Backlog and runtime seams support voiced requests, disagreement, negotiation, and relationship-shaped interpretation without putting sim authority in the voice layer.","V2-VOICE-001, V2-SANCTUM-005, V2-BOND-002",Long-Form House Growth,Late-game house life can feel more socially articulate and specific.,Post-Foundation,VOICE-002,670,VOICE,P2,/Users/jeffreygyamfi/Sites/echoes-vnext/core/echoes/http://ShoutBank.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/state/flow/states/sanctum/http://FlowEchoPartyState.gd,Echoes vNext Working GDD V2: later social depth should expose richer requests and disagreement once the foundation expression layer is stable.,Mostly Locked,Draft,Turn voice from high-signal reaction lines into deeper social interpretation later in the game.,SANCTUM / BOND / VOW / VOICE,Voice,New,Expansion
"Define deployment cost tuning, departure thresholds, and multi-mythic strain so late-game rosters cannot grow into consequence-free collections of finished legends.",Echo Progression,V2-PROG-013,"Backlog and data seams cover deployment pressure, departure thresholds, and multi-mythic strain effects that can be tuned later.",V2-PROG-012,High-End Person Shaping,The late game can preserve tension even with multiple near-mythic Echoes.,Full Game,None,600,PROG,P2,/Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,"Echoes vNext Working GDD V2 section 21.6: deployment-cost tuning, departure thresholds, and multi-mythic strain remain open high-end work.",Open,Draft,Keep late-game mythic power from flattening risk and house tension.,PROG,Callings,New,Full Game
"Expand the Sanctum into multiple meaningful zones so the house can grow spatially, culturally, and functionally beyond the first embodied hub spaces.",Sanctum,V2-SANCTUM-011,Sanctum spatial growth can unlock or represent multiple differentiated zones with their own activity and pressure identities.,"V2-CONTINUITY-003, V2-SANCTUM-010",Long-Form House Growth,Late-game house growth can feel expansive rather than only denser.,Full Game,None,550,SANCTUM,P2,/Users/jeffreygyamfi/Sites/echoes-vnext/ui/sanctum/http://SanctumSpatialRenderer.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/ui/shells/http://SanctumShell.gd,Echoes vNext Working GDD V2 section 22.5: multi-zone Sanctum growth is explicitly later than foundation proof.,Open,Draft,Turn the house from one embodied hub into a broader inhabited space network.,SANCTUM / BOND / VOW / VOICE,Sanctum Life,New,Full Game
"Define dynamic incident-pool composition so Continuity, bonds, institution state, support conditions, and Realm pressure can expand or constrain what kinds of house events surface in the full game.",Sanctum,V2-SANCTUM-015,"Incident pool selection rules can account for Continuity bands, bond texture, institution strain, support-state pressure, and Realm aftermath without collapsing into unreadable randomness.","V2-SANCTUM-005, V2-SANCTUM-009, V2-CONTINUITY-003, V2-SUPPORT-001",Long-Form House Growth,,Full Game,None,560,SANCTUM,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/state/flow/states/sanctum/http://FlowSanctumState.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/sanctum,"Echoes vNext Working GDD V2 section 21.2: exact expansion rules for incident pools across Continuity, bonds, institution state, and Realm pressure remain open and are required for a complete living-house game.",Open,Draft,Turn the incident system into a governed content engine instead of one generic event bucket.,SANCTUM / BOND / VOW / VOICE,,New,Full Game
Expand later stages into a broader objective library and mixed encounter ecology so complete-game Realm runs can tell legible stage stories instead of repeating the foundation objective set.,Realm / Tactical,V2-STAGE-101,"Later-stage content supports expanded objective families such as Rite/Stabilize and Judge/Choose, denser multi-objective structures, and a deliberate mix of set-piece and roaming pressure encounters tied to stage story.","V2-STAGE-002, V2-STAGE-005, V2-INTEL-002",Realm Content Expansion,Complete-game stages can vary by objective story and encounter ecology without degenerating into kill-all ladders.,Post-Foundation,None,470,STAGE,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/stages/http://StageGenerator.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/stages/http://StageState.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/data/actors.json,Echoes vNext Working GDD V2 sections 3841-3907 and 22.5: later stages should grow beyond the foundation objective set and use mixed encounter ecology.,Mostly Locked,Superseded,Preserve the later objective and encounter library so Realm content can scale into the complete game without rewriting the foundation stage model.,DIRECTIVE / INTEL / STAGE,,New,Expansion
"Build full Realm ecology and faction identity so enemy rosters, stage pressure, and distortion flavor differ meaningfully by Realm instead of reading as generic encounter wrappers.",Realm / Tactical,V2-STAGE-102,"Realm-specific enemy families, pressure roles, and distortion signatures can be authored and surfaced consistently across stage generation and encounter presentation.","V2-STAGE-004, V2-COMBAT-001, V2-INTEL-002",Realm Content Expansion,,Full Game,None,600,STAGE,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/realms/http://RealmGenerator.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/realms/http://RealmService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/state/flow/states/venture/http://FlowEncounterState.gd,"Echoes vNext Working GDD V2: enemy identity should be built first around stage and objective pressure, then battlefield role, then faction or distortion flavor; the complete game needs Realm-specific ecology rather than one generic stage set.",Open,Draft,Give each Realm its own ecological and adversarial logic so tactical play carries place identity instead of only board-state variation.,DIRECTIVE / INTEL / STAGE,,New,Full Game
"Expand all ten Realms with differentiated objective, omen, NPC-contact, and encounter libraries so later campaigns do not collapse into one reusable stage vocabulary.",Narrative / Content,V2-STAGE-103,"Each Realm can draw from differentiated objective, omen, contact, and encounter pools that preserve identity and replay value across long campaigns.","V2-STAGE-101, V2-INTEL-002, V2-STAGE-003",Realm Content Expansion,,Full Game,None,610,STAGE,P2,/Users/jeffreygyamfi/Sites/echoes-vnext/core/directives/http://DirectiveService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/realms/http://RealmGenerator.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,"Echoes vNext Working GDD V2: the complete game needs broader Realm-side content variety, including omen reading, NPC contact, and differentiated objective libraries, not only persistent stage scaffolding.",Open,Draft,Turn the broader Realm campaign into distinct authored content families instead of one persistent but generic stage framework.,DIRECTIVE / INTEL / STAGE,,New,Full Game
"Surface social distortion and rumor contagion so Hearth strain, hierarchy hardening, and other house failures can mutate bonds, support states, and Echo expectations over time instead of resolving as isolated incidents.",Sanctum,V2-SANCTUM-016,"House failure states can seed rumor spread, social contamination, bond mutation, and shifted expectations that persist across multiple incidents without becoming opaque.","V2-SANCTUM-015, V2-SUPPORT-001, V2-BOND-002, V2-PROG-013",Long-Form House Growth,,Full Game,None,565,SANCTUM,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/sanctum/http://SocialGraphService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/state/flow/states/sanctum/http://FlowSanctumState.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,"Echoes vNext Working GDD V2 sections 18.10 and 21.2: healthy and failing institutions should create distinct social textures, including rumor distortion that slowly mutates bonds negatively.",Open,Draft,Make house failure contagious and socially legible instead of one-off incident flavor.,SANCTUM / BOND / VOW / VOICE,,New,Full Game
"Tune Sanctum pulse frequency, event budgets, and visible strain warnings so a larger house stays legible as institutions, jobs, and social pressure deepen.",Sanctum,V2-SANCTUM-014,"Pulse timing, event budgets, warning thresholds, and strain surfacing are defined for broader institution and job depth so late Sanctum growth remains readable.","V2-SANCTUM-004, V2-SANCTUM-006, V2-SANCTUM-014",Sanctum Social Expansion,The complete game can run a busier Sanctum without overwhelming the player or hiding major failures.,Post-Foundation,None,490,SANCTUM,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/sanctum/http://SanctumPulseService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/ui/screens/sanctum/http://SanctumScreen.gd,"Echoes vNext Working GDD V2 section 21.2: exact pulse frequency, threshold timing, event-budget rules, and warning surfaces remain open beyond the first institution pass.",Open,Draft,Preserve the tuning layer that keeps late Sanctum pulse and strain readable as the house broadens.,SANCTUM / BOND / VOW / VOICE,,New,Expansion
"Define incident-pool expansion rules across Continuity, bonds, institution state, and Realm pressure so later house life grows in readable variety instead of random event bloat.",Sanctum,V2-SANCTUM-014,"Later Sanctum incident libraries expand from explicit rules tied to Continuity, bonds, institutions, vows, and Realm pressure rather than from ad hoc event additions.","V2-SANCTUM-009, V2-CONTINUITY-003, V2-SANCTUM-005",Sanctum Social Expansion,House incidents can scale into the complete game while staying interpretable and culturally shaped.,Post-Foundation,None,480,SANCTUM,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/sanctum/http://SanctumIncidentService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/sanctum/http://SanctumPulseService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/ui/screens/sanctum/http://SanctumScreen.gd,"Echoes vNext Working GDD V2 sections 21.2 and 4329-4335: incident pools should expand from Continuity, bonds, institution state, and Realm pressure, with stronger routine/custom texture later.",Open,Superseded,Keep later Sanctum event growth rule-based so the house deepens as a society rather than as a random incident bucket.,SANCTUM / BOND / VOW / VOICE,,New,Expansion
"Differentiate Realm ecologies through pressure identities, roaming contacts, and hazard mixes so later Realms feel like distinct mythic spaces rather than reskinned stage ladders.",Realm / Tactical,V2-STAGE-102,"Later Realm content expresses distinct pressure identities through enemy role mixes, roaming contacts, hazard patterns, and objective combinations, with generation hooks that preserve learnability.","V2-STAGE-101, V2-STAGE-005, V2-INTEL-002",Realm Content Expansion,"Full-game Realm progression feels like entering different mythic spaces, not just harder versions of the same stage grammar.",Full Game,None,570,STAGE,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/realms/http://RealmGenerator.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/data/realms.json; /Users/jeffreygyamfi/Sites/echoes-vnext/data/actors.json,"Echoes vNext Working GDD V2 sections 3895-4015 and 22.5: later stages should use roaming contacts, pressure pockets, and objective-pressure identities rather than only faction-flavored combat ladders.",Open,Superseded,Preserve the larger Realm-content step where each Realm becomes a distinct ecological and narrative pressure space.,DIRECTIVE / INTEL / STAGE,,New,Full Game
"Weight Continuity candidate surfacing with Memory, Social Fabric, and Institutional Pattern so later house growth diverges coherently instead of feeling flat.",Sanctum,V2-CONTINUITY-004,"Candidate and blocker surfacing for later institutions, rites, offices, and customs use explicit weighting from Memory, Social Fabric, and Institutional Pattern rather than a flat unlock ladder.","V2-CONTINUITY-003, V2-SANCTUM-014",Long-Form House Growth,Continuity produces culturally differentiated growth paths with understandable blockers and candidate pressure.,Post-Foundation,None,540,CONTINUITY,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/sanctum/http://ContinuityService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/ui/screens/sanctum/http://SanctumScreen.gd,"Echoes vNext Working GDD V2 sections 21.5 and 3205-3264: candidate surfacing and blocker strength should be weighted by Memory, Social Fabric, and Institutional Pattern across visible Continuity bands.",Mostly Locked,Draft,Keep Continuity divergence systemic by tying candidate surfacing to the three stated cultural drivers instead of generic progress totals.,SANCTUM / BOND / VOW / VOICE,,New,Expansion
"Expand intel beyond explicit scouting into omen, contact, artifact, and aftermath channels so stage knowledge can arrive through more than one readable path.",Realm / Tactical,V2-INTEL-101,"Backlog defines alternate intel channels, their clue vocabulary, reliability bands, and how they interact with directive choice and stage persistence.","V2-INTEL-001, V2-INTEL-002, V2-STAGE-101",Realm Expansion,Players can learn meaningful stage truth through multiple readable routes instead of one dominant scout action.,Post-Foundation,None,550,INTEL,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/directives/http://DirectiveService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,"Echoes vNext Working GDD V2 sections 20.8, 20.9, and 21.4: some stage information should come through chance contact, omen practice, artifacts, and aftermath rather than explicit scanning only.",Mostly Locked,Draft,Protect the broader information game so scouting does not harden into the only discovery channel.,DIRECTIVE / INTEL / STAGE,"Directives, Intel",New,Expansion
"Create a house-recognition and deliberation layer so late rites, office elevation, and mythic acknowledgment are socially confirmed, contested, or redirected by the Sanctum rather than resolved as isolated solo promotions.",Sanctum,V2-SANCTUM-017,"Backlog defines house deliberation inputs, support or resistance sources, redirection paths, and how recognition outcomes feed office, mythic, and cultural state.","V2-SANCTUM-009, V2-CONTINUITY-003, V2-PROG-015",Long-Form House Society,The full game can make major recognition events feel socially earned and culturally contested instead of auto-resolved.,Full Game,None,610,SANCTUM,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/sanctum/http://VowService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/sanctum/http://SocialGraphService.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,"Echoes vNext Working GDD V2 section 11.8: mythic transition should combine formal rite with social confirmation from the house, and recognition can be redirected or fail.",Open,Draft,"Add the social-confirmation layer that lets the house recognize, resist, or redirect major status transitions and offices.",SANCTUM / BOND / VOW / VOICE,"Continuity, Sanctum Life, Voice",New,Full Game
"Build a fuller stage-ecology population layer so persistent stages can contain roaming pressure pockets, chance discoveries, set-piece encounters, and objective-linked reveals instead of only a thinner node sequence.",Realm / Tactical,V2-STAGE-101,"Backlog defines roaming encounter population, chance discovery hooks, objective-linked set pieces, and how those discoveries persist across reruns.","V2-STAGE-003, V2-STAGE-004, V2-INTEL-002",Realm Expansion,Post-foundation Realm play can produce richer exploration texture without abandoning the lock-on-entry stage model.,Post-Foundation,None,540,STAGE,P1,/Users/jeffreygyamfi/Sites/echoes-vnext/core/realms/http://RealmGenerator.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/core/state/flow/states/venture/http://FlowStageMapState.gd; /Users/jeffreygyamfi/Sites/echoes-vnext/docs/Echoes vNext Working http://GDD.md,"Echoes vNext Working GDD V2 sections 20.8 and 20.9: stages should support hidden information, chance contact, roaming pressure, and objective-linked set pieces rather than disposable full reveals.",Mostly Locked,Draft,Deepen persistent stage generation so exploration and reruns create richer discovery textures than a simple encounter chain.,DIRECTIVE / INTEL / STAGE,"Intel, Stages",New,Expansion
